sentence	label
Boo hoo hoo u lose	0
Lol I m sure Paul manipulated people last season and we called them followers cuz they saw the threat and didn t do anything Kind of what Kaycee Angeela are doing this season They both wanna take Tyler all the way knowing how much of a final 2 threat he is That s following	0
you in front of me I m in front of you See you or love you What to do I don t know How did this happen You are mine See you or love you	0
Glad to see another NFL owner has read the Constitution Unlike all the crybabies fussing over peaceful protests is still alive That s one of the reasons America is great	0
the sex symbol of rap LMAOOO BITCH YOUre FAT aS FUCK ANYWAYS you tryna fight	1
I wasn t aware I had a smell Cologne when he chose to perhaps So I take it then that you are aware when I am near And when I shadow Meaning follow but in an attempt to be less creepy	0
What the actual fuck I hate that I ve seen that with my eyes	1
Well she is better looking than the lying chicks lawyer	1
I hope you are right for everyones sake I want your voice to be heard more often	0
Did this happen when she played her sister Mom Serena beat me over my head with the tennis racket again Now Now Mommy will bake you some cookies and tell you how your sister is marginalizing your existence	1
LMFAOOO IMAGINEEE but even if i did i wouldnt say shit cos this fandom would go on fire	0
I m pretty sure most of your supporters do not have any new found wealth I assume you re referring to your fellow billionaires that you gave a huge tax break to	1
You would do well in Austin Very blue you are as likely to find Wiccan folks as super conservatives	0
President Trump flying into Las Vegas to host MAGA rally	0
is the BEST WEAPON the Liberals have because there is NO DUE PROCESS its all DISGUSTING and WOMAN are the ones USING it as the weapon shameful and TYPICAL Liberalism USE emotions FOR their own BENEFIT POSTER CHILD for USING Woman	0
I d point out he is an Australian and we don t have free speech like in the US And we do have hate speech laws which people have been convicted under This is skirts it enough to hint and point out but room to deny	1
My favorite is If you play the genocide path you are a mass murderer in real life	1
Glad I m off both teams Michelle Obama and BET	0
he is so beautiful	0
Caribbros please fix oroshimaru he is broken he teleports and he can spawn a lot of snakes but players can only spawn one thing how are we onna beat him if he is so broken and glitchy	0
Antifa means anti fascist I m not sure there is an Antifa organization but there are millions who are anti fascist Why are you not one of them	1
she is you arent	0
he has played 11 games in 5 years when is time to realize he is a lost cause	0
CALLING ALL CONSERVATIVES GET OUT AND VOTE FOR CRUZ MAGA	0
Good Morning I just followed you back Let s give these crazy Liberals Hell	1
He is a troll Not open to facts	1
Listen people Queen is right This is not a game this is war	0
Important story on business growth limitations due to historically low unemployment rates in WI	0
Itne me too liberals ko BURNOL khana padega	0
4 How much is American tax payers contributing to Trump s corporation by his golfing every weekend at his course the one who wasn t going to golf 5 Why is the NRA stopping any gun control which will cost how many student lives this year This is the sad reality of congress	0
Evil in a white robe	0
Guess what Chicago kids go theu this shit every day and they have the strictest gun control around	1
That guy has a legit case Trump ain t fuck up the sexual orientation laws yet so dude needs to take them to court And I say that as someone who describes themselves as I m Not One of Those I ma Sue People	1
yes she is	0
Liberals attack private lives when they can t attack policies	0
OH MY GOD	0
YOU ARE HELPING THE	0
MAGA retweet this over and over he has deleted the tweet but let s let him know we have it	0
Ironic then that the women that vouched for Kavanagh aren t vouching for him anymore Almost like they were originally arranged to vouch for him without knowing his history Huh	0
Well remember how the cops in San Jose stood down and watched as antifa thugs armed with bats bottles pepper spray attacked Trump rally goers They were just following orders That s what most soldiers cops do Soldiers follow orders cops protect their paycheck SAD	1
